,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.068789E-005,1.708864E-005,2.068478E-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.052162E-005,1.427837E-005,0.000005216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03804733,0.03804733,,,0.03804733,0.03804733,0.03804732,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,,,,,,,,,,,,,,,,,,,,,,,,,0.04353968,0.04353969,,0.04353969,0.04353969,0.04353969,0.04353969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.069239E-005,2.069239E-005,2.069239E-005,,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.053791E-005,1.984485E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,1.08691E-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,,,,0.109897,,,,0.109897,,,,,,,,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,,,,,,,,,,,,,0.04353969,0.04353969,,,,,,,,,,,0.04353969,0.04353969,0.04353968,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.068734E-005,2.043947E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,,0.109897,,,0.109897,,,,,,,,,,,,,,,,,,,,0.03804733,0.03804733,,,,,,,0.03804733,0.03804733,0.03804733,,,,,,,,,,,,,,,,0.04353969,0.04353969,,,,,,,,,,,,,0.04353969,0.04353968,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353968,0.04353968,0.04353969,0.04353969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.426689E-005,,,,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,,,0.109897,0.109897,0.109897,0.109897,0.109897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04353969,,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353968,0.04353969,0.04353969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.935874E-006,,,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069238E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,,2.069239E-005,2.069239E-005,2.069239E-005,6.886421E-006,1.592958E-005,1.711073E-005,1.622313E-005,1.711063E-005,1.768277E-005,1.792571E-005,1.716385E-005,1.783526E-005,1.567948E-005,2.063252E-005,2.069239E-005,2.069239E-005,2.069239E-005,,,,,0.1387233,1.150288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109897,0.109897,0.109897,0.109897,0.109897,0.109897,,0.109897,0.109897,0.109897,0.109897,0.109897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03804732,,,,,,,,,,,,,,,0.04353969,,,,,,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,,,0.04353968,0.04353969,,,0.04353969,0.04353968,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06641142,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.903341E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,1.920219E-005,1.526665E-006,,,,,,,,,,0.1061399,,,,,,,,,,,,,0.0005848673,0.1739725,,,1.591351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109897,0.109897,0.109897,,,,0.109897,,,0.109897,0.109897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,,,,,,,,,,,,,,,,,,,0.04353968,0.04353968,,0.04353968,0.04353969,0.04353968,0.04353968,0.04353969,0.04353969,0.04353969,0.04353968,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,,,,,,,,,,,,,,,,,,,,,,,,0.05873347,0.05873346,0.05873347,0.05873346,0.05873346,0.05873347,,,,,,0.03196461,0.03196461,,,0.03196461,,,,0.06641143,,0.06641141,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.767728E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.069239E-005,2.066988E-005,1.508104E-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,,,,,,,,,,,,,,,0.04353969,0.04353968,0.04353969,,,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,,,,,,,,,,,,,,,,,,,,,,0.05873346,0.05873346,0.05873347,0.05873346,0.05873346,0.05873346,0.05873346,0.05873347,0.05873347,0.05873347,0.05107508,0.03196461,0.03196461,0.03196461,0.03196461,0.03196461,,0.03196461,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.559954E-005,2.069239E-005,2.069239E-005,2.069239E-005,,,,,,2.069239E-005,1.966919E-005,1.591238E-006,,,,0.151515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109897,0.109897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,0.03804733,,,,,,,,,,,,,,,,,,,0.04353969,,,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353968,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04353969,0.04712087,0.06330585,0.06742876,,0.06742875,0.06742875,,,,0.05401181,,,,,,,,,,,,,,,0.05873347,0.05873347,0.05873347,0.05873347,0.05873347,0.05873346,0.05873346,0.05873347,0.05873347,,,,0.03196461,0.03196461,0.03196462,0.03196461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
